date,Approve,Disapprove
2016-02-28,46.1,49.3
2016-02-29,46.4,49.1
2016-03-01,46.4,49.0
2016-03-02,47.2,48.7
2016-03-03,47.4,48.3
2016-03-04,47.9,48.0
2016-03-05,47.9,48.1
2016-03-06,47.9,48.3
2016-03-07,47.4,48.7
2016-03-08,47.6,48.4
2016-03-09,48.4,47.4
2016-03-10,48.7,47.3
2016-03-11,48.7,47.6
2016-03-12,48.6,47.4
2016-03-13,48.3,47.9
2016-03-14,48.7,47.6
2016-03-15,48.6,47.7
2016-03-16,48.9,47.4
2016-03-17,48.3,48.3
2016-03-18,48.3,48.0
2016-03-19,48.3,47.8
2016-03-20,48.8,47.5
2016-03-21,48.5,46.9
2016-03-22,48.6,47.0
2016-03-23,48.3,47.2
2016-03-24,48.8,46.4
2016-03-25,48.9,46.4
2016-03-26,49.0,46.3
2016-03-27,49.0,46.3
2016-03-28,49.0,46.3
2016-03-29,49.0,46.3
2016-03-30,49.0,46.3
2016-03-31,49.0,46.2
2016-04-01,48.5,46.8
2016-04-02,48.6,46.8
2016-04-03,48.8,46.7
2016-04-04,48.6,46.4
2016-04-05,48.7,46.4
2016-04-06,48.7,46.4
2016-04-07,48.9,46.4
2016-04-08,49.1,46.4
2016-04-09,49.1,46.4
2016-04-10,49.0,46.5
2016-04-11,48.7,47.2
2016-04-12,48.3,48.4
2016-04-13,47.9,48.7
2016-04-14,48.0,48.0
2016-04-15,48.1,47.9
2016-04-16,48.2,47.9
2016-04-17,48.3,47.8
2016-04-18,48.3,47.8
2016-04-19,48.1,48.0
2016-04-20,48.4,47.7
2016-04-21,48.7,47.2
2016-04-22,48.8,47.0
2016-04-23,48.7,47.2
2016-04-24,48.7,47.2
2016-04-25,48.9,46.8
2016-04-26,48.7,46.9
2016-04-27,48.6,47.0
2016-04-28,48.4,47.3
2016-04-29,48.3,47.1
2016-04-30,48.3,47.1
2016-05-01,48.6,47.0
2016-05-02,48.7,47.0
2016-05-03,48.6,47.1
2016-05-04,48.4,47.1
2016-05-05,48.2,47.3
2016-05-06,48.6,46.6
2016-05-07,48.7,46.6
2016-05-08,48.9,46.3
2016-05-09,49.0,46.1
2016-05-10,49.0,46.4
2016-05-11,48.9,46.5
2016-05-12,48.9,46.6
2016-05-13,48.9,48.0
2016-05-14,48.9,47.9
2016-05-15,48.9,47.9
2016-05-16,48.9,47.7
2016-05-17,48.7,47.7
2016-05-18,48.6,48.0
2016-05-19,48.6,47.7
2016-05-20,48.7,47.7
2016-05-21,48.9,47.6
2016-05-22,48.6,47.9
2016-05-23,48.8,47.9
2016-05-24,48.9,47.8
2016-05-25,49.1,47.6
2016-05-26,48.9,47.4
2016-05-27,48.7,47.6
2016-05-28,48.7,47.7
2016-05-29,48.9,47.4
2016-05-30,49.0,47.4
2016-05-31,48.8,47.4
2016-06-01,48.8,47.4
2016-06-02,48.9,47.5
2016-06-03,49.4,47.2
2016-06-04,49.6,47.0
2016-06-05,49.4,47.0
2016-06-06,49.5,46.5
2016-06-07,49.5,46.7
2016-06-08,49.3,47.0
2016-06-09,49.2,47.1
2016-06-10,49.2,47.0
2016-06-11,49.4,46.9
2016-06-12,49.2,47.1
2016-06-13,49.2,47.2
2016-06-14,49.9,46.8
2016-06-15,49.8,46.8
2016-06-16,50.4,45.7
2016-06-17,50.4,45.8
2016-06-18,50.4,45.6
2016-06-19,50.4,45.6
2016-06-20,50.3,45.7
2016-06-21,50.0,45.9
2016-06-22,50.2,45.3
2016-06-23,50.2,45.5
2016-06-24,50.6,45.4
2016-06-25,50.6,45.6
2016-06-26,50.9,45.2
2016-06-27,50.9,45.2
2016-06-28,51.2,45.0
2016-06-29,50.6,45.5
2016-06-30,50.1,45.9
2016-07-01,50.1,45.9
2016-07-02,50.1,45.9
2016-07-03,49.8,46.2
2016-07-04,49.6,46.5
2016-07-05,49.6,46.5
2016-07-06,49.7,46.5
2016-07-07,49.8,46.5
2016-07-08,49.8,46.4
2016-07-09,49.8,46.4
2016-07-10,49.8,46.4
2016-07-11,49.7,46.6
2016-07-12,49.5,46.7
2016-07-13,49.4,46.8
2016-07-14,49.6,46.5
2016-07-15,49.4,46.8
2016-07-16,49.5,46.7
2016-07-17,49.4,47.1
2016-07-18,49.8,46.8
2016-07-19,49.5,46.9
2016-07-20,49.8,46.5
2016-07-21,49.2,46.8
2016-07-22,49.1,47.0
2016-07-23,49.1,47.0
2016-07-24,49.1,47.0
2016-07-25,49.1,47.3
2016-07-26,49.4,46.9
2016-07-27,49.6,46.8
2016-07-28,49.6,46.8
2016-07-29,49.6,47.1
2016-07-30,49.6,47.1
2016-07-31,49.8,47.0
2016-08-01,50.0,46.8
2016-08-02,50.0,46.9
2016-08-03,50.1,46.7
2016-08-04,50.7,45.9
2016-08-05,50.6,45.6
2016-08-06,50.7,45.4
2016-08-07,51.1,45.4
2016-08-08,51.2,45.3
2016-08-09,51.3,45.4
2016-08-10,51.5,44.7
2016-08-11,51.7,44.4
2016-08-12,51.9,44.2
2016-08-13,51.9,44.2
2016-08-14,51.9,44.2
2016-08-15,51.9,44.3
2016-08-16,51.8,44.5
2016-08-17,51.9,44.5
2016-08-18,51.6,44.5
2016-08-19,51.4,44.7
2016-08-20,51.4,44.7
2016-08-21,51.4,44.7
2016-08-22,51.5,44.6
2016-08-23,51.5,44.6
2016-08-24,51.4,44.6
2016-08-25,51.0,45.0
2016-08-26,51.3,44.9
2016-08-27,51.3,44.9
2016-08-28,51.3,44.8
2016-08-29,51.3,44.9
2016-08-30,51.1,45.1
2016-08-31,51.4,44.6
2016-09-01,51.1,45.2
2016-09-02,50.7,45.5
2016-09-03,50.7,45.5
2016-09-04,50.3,46.0
2016-09-05,50.6,45.8
2016-09-06,50.6,45.8
2016-09-07,50.8,45.8
2016-09-08,50.8,45.8
2016-09-09,50.7,45.9
2016-09-10,50.7,46.1
2016-09-11,50.7,46.0
2016-09-12,50.9,45.8
2016-09-13,50.8,45.9
2016-09-14,51.0,45.9
2016-09-15,50.6,46.8
2016-09-16,50.6,46.8
2016-09-17,50.6,46.8
2016-09-18,50.4,46.9
2016-09-19,50.1,47.1
2016-09-20,50.1,47.1
2016-09-21,50.4,46.9
2016-09-22,50.3,47.2
2016-09-23,50.2,46.9
2016-09-24,50.3,46.8
2016-09-25,50.3,46.8
2016-09-26,50.2,46.9
2016-09-27,50.1,47.0
2016-09-28,50.2,46.6
2016-09-29,50.2,46.6
2016-09-30,50.3,46.5
2016-10-01,50.4,46.5
2016-10-02,50.3,46.6
2016-10-03,50.6,46.3
2016-10-04,50.5,46.2
2016-10-05,50.8,46.0
2016-10-06,51.3,46.0
2016-10-07,50.6,46.5
2016-10-08,50.6,46.6
2016-10-09,50.8,46.6
2016-10-10,51.1,46.1
2016-10-11,51.5,45.8
2016-10-12,51.5,45.5
2016-10-13,51.9,44.9
2016-10-14,51.9,45.1
2016-10-15,51.9,45.1
2016-10-16,52.2,44.8
2016-10-17,52.7,44.6
2016-10-18,51.7,45.4
2016-10-19,51.4,45.4
2016-10-20,51.5,45.4
2016-10-21,51.9,44.9
2016-10-22,51.9,44.9
2016-10-23,52.1,44.6
2016-10-24,51.8,45.0
2016-10-25,51.8,45.1
2016-10-26,52.2,45.0
2016-10-27,52.5,44.8
2016-10-28,52.5,44.7
2016-10-29,52.4,44.8
2016-10-30,52.6,44.7
2016-10-31,52.5,44.8
2016-11-01,52.3,44.8
2016-11-02,52.6,44.9
2016-11-03,51.5,45.5
2016-11-04,51.3,45.6
2016-11-05,51.6,45.3
2016-11-06,51.9,45.0
2016-11-07,52.3,44.7
2016-11-08,52.4,44.6
2016-11-09,52.9,44.4
2016-11-10,52.9,44.4
2016-11-11,52.9,44.4
2016-11-12,52.9,44.4
2016-11-13,52.9,44.4
2016-11-14,52.6,44.4
2016-11-15,52.9,44.3
2016-11-16,52.8,44.3
2016-11-17,52.5,44.4
2016-11-18,52.5,44.5
2016-11-19,52.6,44.0
2016-11-20,52.9,44.0
2016-11-21,52.8,44.0
2016-11-22,52.8,44.0
2016-11-23,53.9,42.8
2016-11-24,53.9,42.8
2016-11-25,53.9,42.8
2016-11-26,54.0,42.6
2016-11-27,54.0,42.6
2016-11-28,53.9,42.3
2016-11-29,53.9,42.3
2016-11-30,54.0,42.4
2016-12-01,53.8,42.7
2016-12-02,53.2,43.5
2016-12-03,53.2,43.5
2016-12-04,53.1,43.6
2016-12-05,53.2,43.3
2016-12-06,53.3,43.1
2016-12-07,53.5,42.9
2016-12-08,53.9,42.1
2016-12-09,53.6,42.5
2016-12-10,54.0,42.3
2016-12-11,53.9,42.4
2016-12-12,54.0,42.3
2016-12-13,53.9,42.3
2016-12-14,54.4,41.6
2016-12-15,54.4,41.0
2016-12-16,54.4,41.0
2016-12-17,54.4,41.0
2016-12-18,54.4,40.9
2016-12-19,54.2,41.0
2016-12-20,54.0,41.1
2016-12-21,53.7,41.5
2016-12-22,53.6,41.6
2016-12-23,53.8,41.5
2016-12-24,53.8,41.6
2016-12-25,53.8,41.6
2016-12-26,53.8,41.6
2016-12-27,53.8,41.6
2016-12-28,53.8,41.7
2016-12-29,53.6,41.8
2016-12-30,53.7,41.8
2016-12-31,53.6,41.7
2017-01-01,53.6,41.7
2017-01-02,53.6,41.7
2017-01-03,53.7,41.4
2017-01-04,53.1,41.9
2017-01-05,53.3,41.8
2017-01-06,53.6,41.7
2017-01-07,53.6,41.6
2017-01-08,53.6,41.6
2017-01-09,53.6,41.4
2017-01-10,53.9,41.0
2017-01-11,53.8,41.5
2017-01-12,54.2,41.2
2017-01-13,54.1,41.2
2017-01-14,54.2,40.9
2017-01-15,54.1,41.1
2017-01-16,54.6,41.0
2017-01-17,55.3,40.8
2017-01-18,56.4,39.4
2017-01-19,57.2,39.3
2017-01-20,57.2,39.3
